,Title,Location,Company,Salary,Description,Link,apply Link,date
40,Python Developer - Django Framework (1-5 yrs),"Bengaluru, Karnataka",Square Root Consulting,None,"Roles and ResponsibilitiesWe are hiring for AI based product startup headquartered in Bangalore. Looking for a passionate Software Engineers to strengthen our platform which will built on using next-generation platform mainly on data science and artificial intelligence.Experience : 1 to 5 YearsEducation : BE/BTech (Only from IIT)Location : BangaloreJob Description :We are looking at a person who is extremely hands-on and passionate to work on high scalable product using Python/Django.Should be very strong on Algorithm, Data Structure & Multithreading.Posses the ability to work well in a fast-paced product startup..Hands on experience in architecture and data modelling.Work on micro-services based architecture and design, Scale systems using RabbitMQ/Kafka.Good Understanding of Apache Lucene, Elastic search for using search.Tech Stacks: Python, Django, HTML/CSS/JavaScript, MySQL, Solr, MongoDB, Memcache, Redis, RabbitMQSalary: Not Disclosed by RecruiterIndustry:Internet / EcommerceFunctional Area:IT Software - eCommerce, Internet TechnologiesRole Category:Programming & DesignRole:Software DeveloperKey SkillsData ScienceDjangoArtificial IntelligencePythonDesired Candidate ProfilePlease refer to the Job description aboveEducation-UG:B.Tech/B.E. - ComputersPG:M.Tech - ComputersDoctorate:Other DoctorateCompany ProfileSquareroot Consulting Pvt Ltd.With industries facing many problems in a globalized world where recruitment is one of that. Squareroot is a flagship organization in rendering end to end recruitment solution in IT and Non IT related industry. Our company is located in Indian Silicon Valley Bangalore. And with great Experience people in search industry. We have team which has helped the many people from premier institutes like IIT, IIM and other global institutes full fill their dreams in industry. We endeavor assisting right people to right organization. Specialize in Executive Leadership Hiring along with Recruitment Process Outsourcing, Permanent Staffing, Contract Staffing, Payroll Management. We provide creative and innovative solution to challenging and complex recruitment problems.2 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=20,https://in.indeed.com/rc/clk?jk=12b2aa16676c1f49&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=cdd22035ec83ab45&assa=9705,2 days ago
41,Python Developer Freshers,"Bengaluru, Karnataka",Solitaire Infotech Solution,"₹1,50,000 - ₹2,50,000 a year","Freshers will be trained on PYTHON with Job Placement AssuranceBasic Python to advanced level.Basic operators functions to the advanced latest versionLive project end-to-end cycleBasic Python to advanced level.Internship with PlacementRequired Candidate profileFreshers will be trained on PYTHON with Job Placement AssuranceONLY THOSE WILLING TO TAKe TRAINING should APPLYRole Software DeveloperIndustry Type IT-Software, Software ServicesFunctional Area IT Software - Application Programming, MaintenanceEmployment Type Full Time, PermanentCall or WhatsApp Resume (+9l- 76-175-733-11)0.00-1.00 YearsBachelor Of Technology (B.Tech/B.E), Master in Computer Application (M.C.A)Monster IN26 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=20,https://in.indeed.com/rc/clk?jk=230ca150fb12e166&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=e385171f54c6aedb&assa=1162,26 days ago
42,Software Developer Java / Python / C,"Noida, Uttar Pradesh",Arsh Technology Pvt Ltd,"₹2,50,000 - ₹3,00,000 a year","We are hiring software developer with 1-2 years of working experience in any of the technology. Java/Python/CThe ideal candidate should have a strong understanding of relevant web protocols, design patterns, good  problem-solving abilities will be critical for success.Sound understanding of computer science fundamentals (like all types of search and indexing algorithm, DB normalization concept, OOPS concept, file structure, OS and networking layer knowledge, basic Unix commands) need only to apply.75% Marks throughout the academic is a must.Good communication and willing to work in different technology is a must.Experience: 1-2 yearJava/Python/CJob Type: Full-timeSalary: ₹250,000.00 - ₹300,000.00 per yearBenefits:Flexible scheduleWork from homeSchedule:Day shiftExperience:C/Java/Python: 1 year (Required)total work: 1 year (Required)Education:Bachelor's (Required)3 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=20,Default Indeed Apply,3 days ago
43,Backend Developer,"Kochi, Kerala",Dinoct,"₹30,000 a month","Participate in the entire application lifecycle, focusing on coding and debuggingUnderstanding of best code practicesWriting reusable, testable, and efficient codeTroubleshoot and debug applicationsGather and address technical and design requirementsProvide training and support to internal teamsBuild reusable code and libraries for future useLiaise with developers, designers, and system administrators to identify new featuresFollow emerging technologies RequirementsProven work experience as a Backend developerIn-depth understanding of the entire web development process (design, development, and deployment)Hands-on experience with Python, C++, JavaExcellent analytical and time management skillsJob Type: Full-timeSalary: Up to ₹30,000.00 per monthBenefits:Work from homeSchedule:Flexible shiftSupplemental Pay:Performance bonusShift allowanceYearly bonusExperience:Programming: 2 years (Required)work: 2 years (Required)total work: 2 years (Required)Education:Bachelor's (Preferred)Work Remotely:YesCOVID-19 Precaution(s):Remote interview processSpeak with the employer+91 999564592411 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=20,Default Indeed Apply,11 days ago
44,Python Developer,"Ernakulam, Kerala",Iroid Technologies,None,"Python Developer requirementsPrevious working experience as a Python DeveloperHands on experience with Fast ApiHands on experience with Django, Flask or other Python frameworksGood understanding of server-side templating languages such as Jinja 2, Mako, etcBasic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3Familiarity with some ORM (Object Relational Mapper) libraries3.00-5.00 YearsMonster IN15 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=20,https://in.indeed.com/rc/clk?jk=b973ded28bd29938&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=8ad2753d3fd25298&assa=5539,15 days ago
45,Python Developer Intern,Remote,RannLab Technologies,None,"ResponsibilitiesWrite effective, scalable codeDevelop back-end components to improve responsiveness and overall performanceIntegrate user-facing elements into applicationsTest and debug programsImprove functionality of existing systemsImplement security and data protection solutionsAssess and prioritize feature requestsCoordinate with internal teams to understand user requirements and provide technical solutionsRequirementsWork experience as a Python DeveloperExpertise in at least one popular Python framework (like Django, Flask or Pyramid)Knowledge of object-relational mapping (ORM)Familiarity with front-end technologies (like JavaScript and HTML5)Team spiritGood problem-solving skillsBSc in Computer Science, Engineering or relevant fieldMinimum Experience RequiredFor Freshers: 3 Months Training in Well Known Institute or Min 2 Months Work Experience or InternshipJob DesignationTrainee/InternSelection ProcessWritten Test/Online TestTechnical TaskTechnical InterviewHR InterviewAcademic RequirementsB.E / B. Tech, BCA, MCA in Computer Science, Engineering or a related field70% throughout AcademicsThe candidate did an Internship during his/her academicsThe candidate did a project during his/her academicsRemunerationStipends depend on the performanceBond: – Min 45 Working DaysJob Location: – Greater Noida/Noida/Work from HomeNotice Period: 7 Working DaysJob Category: DeveloperJob Type: InternJob Location: Work from HomeBond: YesJoining: ImmediateNotice Period: 7 Days30+ days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=44d301994651ed77&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=c457cde8196b0b77&assa=9135,30+ days ago
46,Python/Django Developer,"Kochi, Kerala",Rawdata Technologies,"₹25,000 a month","Urgently hiringJob ResponsibilitiesImplement and maintain Django-based applicationsUse server-side logic to integrate user-facing elements.Write and implement software solutions that integrate different systems.Identify and suggest various opportunities to improve efficiency and functionality.Coordinating the workflow between the graphic designer, the HTML coder, and yourselfCreating self-contained, reusable, and testable modules and componentsContinuously discover, evaluate, and implement new technologies to maximize development efficiency.Unit-test code for robustness, including edge cases, usability, and general reliability.Mentor and lead junior developersRequired Skills3+ years of experience in software industryMinimum 2 year experience in PythonMinimum 2 Year experience in DjangoA good understanding of Django REST FrameworkBasic understanding of front end technologies like HTML, CSS, JavaScript and jQueryAbility to build user interfaces using the latest web standardsFamiliarity with event-driven programming in PythonAble to create database schemas that represent and support business processesStrong unit test and debugging skillsExperience working in LinuxExcellent problem solving skillsExcellent verbal and written communication skillsAbility to work well in a team development environmentExpected Start Date: 15/2/2021Job Type: Full-timeSalary: From ₹25,000.00 per monthBenefits:Life insuranceSchedule:Day shiftFlexible shiftSupplemental Pay:Yearly bonusExperience:total: 3 years (Required)Python/Django: 3 years (Required)Education:Bachelor's (Preferred)Work Remotely:Temporarily due to COVID-193 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,Default Indeed Apply,3 days ago
47,Software Developer,"Bengaluru, Karnataka",Siemens Healthcare Private Limited,None,"Job Profile:Development of new post processing applications and pre processing applicationsRegular interaction with the MR coaches to clarify the requirements and to get the very early feedback about the implemented featureSolely accountable for the Requirement collection, Design, Implementation and success of the applicationsRegular enhancement of domain and technical knowledgeOptions to develop AI knowledgeDesired Qualification and Experience:B.E/B. Tech/M. Tech (Computer Science, Electronics or Electrical Engineering/M.C.A.)Overall 2 - 4 years experience on S/W design and developmentGood expertise on S/W design and development using C++, C#, PythonKnowledge about DICOM, Medical imagesImage processing and AI knowledge is desirable.Requirement analysis and design of software solutions based on requirements and architectural /design guidelinesResponsible for the high level and low level designImplementation of features and/or bug-fixing and delivering solutions adhering to coding and quality guidelinesGood communication skillsOrganization: Siemens HealthineersCompany: Siemens Healthcare Private LimitedExperience Level: Mid-level ProfessionalJob Type: Full-timeSiemens AG2 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=f79aac4ce8544660&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=6087c89e8b044f7b&assa=7084,2 days ago
48,Software Developer- Python,India,Talentica Software India,None,"At Talentica, we transform ideas into successful products, we offer you:Core product development- We don't take up maintenance projects. Our customers come to us for our technology expertise.We expect you to continuously keep in touch with the latest in your area of expertise and apply them to make their product better, faster and easier to use.All developers at Talentica are experienced graduates from India's top 20 engineering colleges the IITs, NITs and few select colleges.Pay for Performance Our salaries are based on performance, not experience. The only thing that matters is how you perform.Talentica is the place to be, if you aspire to be part of a dynamic team that thinks and does not just follow. We are looking for Python experts who will help us developing web applications, integrating back end systems and deploying scalable infrastructures.Desired Skills and Experience BE/BTECH engineering graduates from IIT, NIT, BITS Pilani, COEP (Pune), VJTI, BHU or ISM.0.6-3 years of Python, Django and Web development Server and back-end code specialist with the ability to jump into front-end code if needed and the ability to wear multiple hats.Have strong knowledge in Data Structures and Algorithms, problem solving and good aptitude.Have a positive attitude with a penchant for performance and quality.Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.30+ days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=6982dc88440bc8f4&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ee9c90e2bc358c34&assa=8505,30+ days ago
49,Python Developer Fresher,"Chandigarh, Chandigarh",DataKund,"₹10,000 - ₹15,000 a month","We are looking for python developers who have made few projects in python & have good logical skills.Applicants who have done industrial training in python will be preferredWork involves to build automation applications.All work is available from homeJob Type: Full-timeSalary: ₹10,000.00 - ₹15,000.00 per monthBenefits:Work from homeSchedule:Day shiftMonday to FridayEducation:Bachelor's (Preferred)Just postedReport job",https://in.indeed.com/jobs?q=python+developer&start=30,Default Indeed Apply,Just posted
50,Python Developer,"Pune, Maharashtra",Turnera Tech Private Limited,"₹15,000 - ₹50,000 a month","We need a Python developer to create a GUI based product suite. Candidate should be a self-starter, ready to learn and have good programming skills.Job Type: Full-timeSalary: ₹15,000.00 - ₹50,000.00 per monthBenefits:Flexible scheduleWork from homeSchedule:Monday to FridayExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Python: 1 year (Preferred)Education:Bachelor's (Preferred)Work Remotely:Temporarily due to COVID-19COVID-19 Precaution(s):Remote interview processVirtual meetings17 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,Default Indeed Apply,17 days ago
51,Python Developer,"Chennai, Tamil Nadu",KOKA TECHNOLOGY PRIVATE LIMITED,"₹20,000 - ₹45,000 a month","Core services and essential business systemsTotal years 4 years of experience.Python 3.6 and above having minimum experience of 3 years.Python DB API knowledge.MySQL / Oracle 12c databaseKnowledge of running scripts on ServerNormalization and DB schema awareness, Data extract, transform and load.Integrations with 3rd parties and external APIsReusable libraries for future useOptimized infrastructure to scale our servicesAutomated financial analysis tools for advisers and individual clients.Job Type: Full-timeSalary: ₹20,000.00 - ₹45,000.00 per monthSchedule:Day shiftExperience:work: 1 year (Preferred)total work: 3 years (Preferred)Python: 3 years (Preferred)Education:Bachelor's (Preferred)Work Remotely:NoSpeak with the employer+91 9500076041TodayReport job",https://in.indeed.com/jobs?q=python+developer&start=30,Default Indeed Apply,Today
52,Python Developer,"Noida, Uttar Pradesh",Bluethink IT Consulting Pvt Ltd,"₹18,708 - ₹30,000 a month","· Work experience as a Python Developer for at least 2-3 years.· Expertise in at least one popular Python framework (like Django, Flask).· Knowledge of object-relational mapping (ORM).· Experience using Pycharm and visual studio.· Familiarity with front-end technologies (like JavaScript and HTML5).· Team spirit.Good problem-solving skillsJob Type: Full-timeSalary: ₹18,708.00 - ₹30,000.00 per monthBenefits:Commuter assistancePaid sick timePaid time offSchedule:Day shiftMonday to FridaySupplemental Pay:Overtime payPerformance bonusYearly bonusCOVID-19 Precaution(s):Remote interview processVirtual meetings4 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,Default Indeed Apply,4 days ago
53,Python Developer,"Nellore, Andhra Pradesh",Computer Engineer,"₹17,000 - ₹25,000 a month","Job SummaryPublished on : 6 days agoVacancy : 5Employment Status : Full TimeExperience : 0 - 2 YrsSalary : 17000-25000Interview Venue : nelloreResponsibilitiesIntegration of user-facing elements developed by front-end developers or using a templateBuild efficient, testable, and reusable modulesSolve complex performance problems and architectural challengesIntegration of data storage solutionsRequirementsProficient in PythonGood understanding of object-oriented paradigmsUnderstanding of server-side applicationsGood understanding of REST APIs standardsExperience with Django and Flask frameworkExperience building WebSocket-based applicationsStrong software engineering skillsExperience with MySQL and MongoDBExperience with Redis and/or other in-memory key/value storesJob Type: Full-timeExperience:work: 0-2 years (Preferred)Education:Bachelor's (Preferred)WHATSAPP YOUR CV ON {{ 72-528887-94 }} HR TEAMSkillsInformation Technology , Symbian C++ , Sr. Information Analyst , AWS Support , Python Scripting , Python ,QualificationsMaster in Software EngineeringJobsOmega30+ days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=bbae324ac4d2b8df&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=e48aed548e8f2d07&assa=5879,30+ days ago
54,Intern Python Developer,Maharashtra,Quiesta Technologies,None,"Job DescriptionWe are looking for Python InternsSkills RequiredAre willing to learn new technologies and work on live projects.Having Knowledge of Python Unit tests, Python frameworks, SQL, ORM.Having Knowledge of HTML/CSS, JavaScript, Other CSS Preprocessors, JS frameworks, Bootstrap, RWD.QualificationGraduate / Post Graduate (Any stream).30+ days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=166c4a32328dbee9&from=vj&sjdu=clqjGI7njBe_AITyu_5h998B4m_sf5V9KipSDt55BSoLjKtouVppwdPHl793pfw6&mvj=0&vjfrom=vjs&pos=bottom&astse=712083f747a77585&assa=7271,30+ days ago
55,Python Developer,"Pune, Maharashtra",Leuwint,None,"We are looking for Python Developers who have 2+ years Experience.SkillsHands on experience in Coding in Python is required along with Knowledge about Data Structures and object oriented programming, Algorithms.Develop and maintain various software products.Primary Skill - Python Development, Very good aptitude, Keen to learn.EducationAny graduate.Notice PeriodImmediate to 1 month.LocationPune & Bangalore.Experience2+ years experience.30+ days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=b67195352d965ac0&from=vj&sjdu=uL0jlZwGZM9FpKHnDI3yE_xCQg8d0pd_Zutvw0z69EFzy40lbOuGJ93ymkw1sz61&mvj=0&vjfrom=vjs&pos=bottom&astse=2a1f405057061c9d&assa=8745,30+ days ago
56,Python Developer - Django Framework (1-5 yrs),"Bengaluru, Karnataka",Square Root Consulting,None,"Roles and ResponsibilitiesWe are hiring for AI based product startup headquartered in Bangalore. Looking for a passionate Software Engineers to strengthen our platform which will built on using next-generation platform mainly on data science and artificial intelligence.Experience : 1 to 5 YearsEducation : BE/BTech (Only from IIT)Location : BangaloreJob Description :We are looking at a person who is extremely hands-on and passionate to work on high scalable product using Python/Django.Should be very strong on Algorithm, Data Structure & Multithreading.Posses the ability to work well in a fast-paced product startup..Hands on experience in architecture and data modelling.Work on micro-services based architecture and design, Scale systems using RabbitMQ/Kafka.Good Understanding of Apache Lucene, Elastic search for using search.Tech Stacks: Python, Django, HTML/CSS/JavaScript, MySQL, Solr, MongoDB, Memcache, Redis, RabbitMQSalary: Not Disclosed by RecruiterIndustry:Internet / EcommerceFunctional Area:IT Software - eCommerce, Internet TechnologiesRole Category:Programming & DesignRole:Software DeveloperKey SkillsData ScienceDjangoArtificial IntelligencePythonDesired Candidate ProfilePlease refer to the Job description aboveEducation-UG:B.Tech/B.E. - ComputersPG:M.Tech - ComputersDoctorate:Other DoctorateCompany ProfileSquareroot Consulting Pvt Ltd.With industries facing many problems in a globalized world where recruitment is one of that. Squareroot is a flagship organization in rendering end to end recruitment solution in IT and Non IT related industry. Our company is located in Indian Silicon Valley Bangalore. And with great Experience people in search industry. We have team which has helped the many people from premier institutes like IIT, IIM and other global institutes full fill their dreams in industry. We endeavor assisting right people to right organization. Specialize in Executive Leadership Hiring along with Recruitment Process Outsourcing, Permanent Staffing, Contract Staffing, Payroll Management. We provide creative and innovative solution to challenging and complex recruitment problems.2 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=12b2aa16676c1f49&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=df6448b3ad530963&assa=159,2 days ago
57,Software Developer (Python Developer with Machine Learning),"Bengaluru, Karnataka",Siemens Technology and Services Private Limited,None,"ob title: Software Engineer (Python Developer)Siemens founded the new business unit Siemens Advanta (formerly known as Siemens IoT Services) on April 1, 2019 with its headquarter in Munich, Germany. It has been crafted to unlock the digital future of its clients by offering end-to-end support on their outstanding digitalization journey. Siemens Advanta is a strategic advisor and a trusted implementation partner in digital transformation and industrial IoT with a global network of more than 8000 employees in 10 countries and 21 offices. Highly skilled and experienced specialists offer services which range from consulting to craft & prototyping to solution & implementation and operation – everything out of one hand!Before our software developers write even a single line of code, they have to understand what drives our customers. What is the environment? What is the user story based on? Implementation means – trying, testing, and improving outcomes until a final solution emerges. Knowledge means exchange – discussions with colleagues from all over the world. Join our Digitalization Technology and Services (DTS) team based in Bangalore and enjoy the freedom to think in completely new categories!This is your role. What part will you play?Understand and analyze the requirementsRapid prototyping feasible solution to embrace to agile and multifaceted nature of requirementsImplement and maintain the solutions with high QualityChipping in to the continuous integration and deploymentConforming to Siemens processes, quality standards, and guidelinesBuild good relationships with clients and colleagues (all the partners)We don’t need superheroes, just super mindsYou must have BE / B.Tech / MCA / ME / M.Tech qualification with 1 to 4 years of confirmed abilityExperience on developing software solutions with Python programming language.Proficient in Python, AWS PlatformKnowledge of Database Concepts, NoSQL, SQL Queries.Cloud based application development experienceStrong understanding in building REST APIs/ Micro services architecture and frameworks such as flask and DjangoFair knowledge of Data structures, Operating System internal, multithreading and virtualization.Experience with development on Linux platform with fair knowledge on Shell scripting and CLI toolsknowledge on Statistical Machine learning, Deep learning, and hands on experience in scikit-learn, pandas and TensorFlow is an added advantageStrong Written communication and Analytical Skills.We’ve got quite a lot to offer. How about you?This role is in Bangalore, where you’ll get the chance to work with teams impacting entire cities, countries – and the craft of things to come.We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow.We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.Find out more about Siemens at: www.siemens.com/careersAt Siemens we are always challenging ourselves to build a better future. We need the most innovative and diverse Digital Minds to develop tomorrow ‘s reality. Find out more about the Digital world of Siemens here: www.siemens.com/careers/digitalmindsOrganization: AdvantaCompany: Siemens Technology and Services Private LimitedExperience Level: Experienced ProfessionalJob Type: Full-timeSiemens AG9 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=de8f41a31ad6f62e&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=32bb8cc547105233&assa=1645,9 days ago
58,Python Developer 2 - 5 years of experience,"Kochi, Kerala",Zine Mind,None,"Posted on 20th November 2020INDIA | COCHIINJob DescriptionsWe are growing rapidly and looking for experienced Java Developers in our Cochin Location. Ideal candidate should have minimum 1 - 5 years of experience in Java/J2EE2 to 5 years of work experience as a Python DeveloperExpertise in at least one popular Python framework (like Django, Flask or Pyramid).Knowledge of object-relational mapping (ORM.Familiarity with front-end technologies (like JavaScript and HTML5.Has experience working on highly scalable applications.4 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=4adb85a59a000c03&from=vj&sjdu=0ZFwD5rbjMRcHz87Kzx_gxhYD59UlE4tHL9WqTcwnhY&mvj=0&vjfrom=vjs&pos=bottom&astse=c94af77b02454bff&assa=3142,4 days ago
59,Python Developer,"Mankapur, Uttar Pradesh",Globus Technologies,None,"Are you seeking an environment where you can apply state-of-the-art computer science techniques, data-driven decision making, and problem solving skills in a real world setting? Do you want to build large-scale reliable, fault-tolerant distributed systems and write interactive tools that directly impacts quality of work and productivity of tens of thousands of people processing billions of dollars' worth of inventory every year?In this role, you will have an opportunity to own, design, and develop software services that interacts with ERP, Web Application, Mobile Application technologies. You will have influence on subsystem design and help build a team culture around practices that are critical to a quality product. Your work would be cross-functional with other teams in Globus TechTree, including Cloud, Web, Mobile Apps etc.We are looking for someone with a go-getter attitude who is ready to own a problem and passionately drive successful implementation. We want someone who is a quick learner and ready to adopt latest computer science technologies.Solid experience in Python and dJangoSolid experience in C++ or Java (expert in at least one)Solid UNIX or Linux experience.Experience with scaling and performance of large systemsProven technical leadership experience1+ years of solid industry experienceGood knowledge of HTML5, CSS3 and JavaScriptBachelor's or Master's Degree in Computer Science or related fieldComputer Science fundamentals in object-oriented designComputer Science fundamentals in algorithm design, problem solving, and complexity analysisOutstanding interpersonal and communication skillsObsession with quality and customer experience Attention to detail coupled with ability to think abstractly30+ days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=30,https://in.indeed.com/rc/clk?jk=80d4dceb49ce99eb&from=vj&sjdu=TAgL1rImKq9BUS4AoR1pDLXFlyoCKmWaT7F4Gf_6hIw&mvj=0&vjfrom=vjs&pos=bottom&astse=ed51903a9264da01&assa=4590,30+ days ago
60,PYTHON DEVELOPER,"Tambaram, Chennai, Tamil Nadu",Novalnet e-Solutions,None,"Responsibilities:Write effective, scalable codeDevelop back-end components to improve responsiveness and overall performanceIntegrate user-facing elements into applicationsImplement security and data protection solutionsAssess and prioritize feature requestsCoordinate with internal teams to understand user requirements and provide technical solutionsThe requirement from your CV:Work experience as a Python DeveloperExpertise in at least one popular Python framework (like Django, Flask or Pyramid)Knowledge of object-relational mapping (ORM)Familiarity with front-end technologies (like JavaScript and HTML5)Good problem-solving skillsQualification: BE, B.Tech, BCA, B.sc, ME, M.Tech, MCA, M.sc20 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,https://in.indeed.com/rc/clk?jk=e9c197325475dc26&from=vj&sjdu=opsDM--_bV_drf6J2Nt1CX_HS9x5VmA_4kN_AqzK38VUl3kbbQ0MWQTdXYo-gEaPWabnaolDZ8pOz7KDMVo-5g&mvj=0&vjfrom=vjs&pos=bottom&astse=2bc21fa82f77de21&assa=7974,20 days ago
61,Python - Data Science Platform Developer,"Mumbai, Maharashtra",Morgan Stanley,None,"Python - Data Science Platform DeveloperJob Number:3165180POSTING DATE: Feb 4, 2021PRIMARY LOCATION: Non-Japan Asia-India-Maharashtra-Mumbai (MSA)EDUCATION LEVEL: Bachelor's DegreeJOB: DevelopmentEMPLOYMENT TYPE: Full TimeJOB LEVEL: AssociateDESCRIPTIONAbout UsMorgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. We advise, originate, trade, manage and distribute capital for governments, institutions and individuals. As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. We provide you a superior foundation for building a professional career where you can learn, achieve and grow.Technology/Role/Department at Morgan StanleyTechnology is the key differentiator that ensures that we manage our global businesses and serve clients on a market-leading platform that is resilient, safe, efficient, smart, fast and flexible. Technology redefines how we do business in global, complex and dynamic financial markets. We have a large number of award winning technology platforms that help to propel our Firm’s businesses to be the top in the market. Our India technology teams are based in Mumbai and Bengaluru. We have built strong techno-functional teams which partner with our offices globally taking global ownership of systems and products. We have a vibrant and diverse mix of technologists working on different technologies and functional domains. There is a large focus on innovation, inclusion, giving back to the community and sharing knowledge.Institutional Securities Technology (IST) is one of seven divisions within Technology & Data. We face off to the business and support services to develop and oversee the overall technology strategy and bespoke technology solutions to drive and enable the enterprise. Our clients include Fixed Income, Equities, Commodities, Investment Banking, Research, Global Capital Markets, Operations, Finance, and Legal & Compliance. We are responsible for Pioneer and Application Infrastructure, groups that look to develop foundational strategies, tools and technologies that are leveraged across Tech & Data, as well as standardized data and enterprise-wide services to provide leverage to the Firm's businesses.Equity Sales, Trading and Risk (ESTAR) develops trading and risk technology solutions for Equity Cash , Derivative, and Swap products.Automated Risk Trading (ART) builds systems for automated pricing; automated trading; and automated investment for IED, and is responsible for the Automated Risk Trading, Flow Derivatives and Quantitative Investment Strategies (QIS) global programs as well as contributing to the MSDataZone program for ISG, which aims to build an ISG-wide data science platform.Job ResponsibilitiesThe Datazone team in Morgan Stanley is seeking a collaborative, hands-on Python developer to help build out its global data science environment for quants, sales & trading. This is a rapidly-growing and high-priority area, and the growth in users and use-cases has warranted the investment from the business to build out a team in Mumbai. As a Python data engineering developer, you are required to:Work closely with quants and traders on multiple trading desks to design, develop, deploy and support innovative data science solutionsWork within a global team in an agile environment, so strong communications skills are very important.QUALIFICATIONSSkillsSkilled required:Experience developing/designing data-driven systems in PythonPython data engineering stack including libraries such as Flask / Numpy / Pandas / Dask / Plotly / JupyterSkills desired:Full stack HTML5 Web development experienceKDB knowledge or experience with another high-performance timeseries databaseExperience with financial concepts such as equities / fixed income / options / futuresExperience with AWS or Azure4 days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,https://in.indeed.com/rc/clk?jk=d7092fc8282d2da5&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=dcae3c738b79efba&assa=9388,4 days ago
62,Python Developer,"Thiruvananthapuram, Kerala",Muskaan Parveen (Proprietor Of Muskan Industry),"₹3,50,000 - ₹4,59,999 a year","1. Expertise in Core Python2. Sound Knowledge of Web Frameworks3. Object Relational Mappers4. Skills of Data Scientists5. Artificial Intelligence and Machine Learning Skill6.Should have experience in working on image processing and raspberry piPart-time hours: 10 per weekJob Types: Full-time, Part-time, Commission, FresherSchedule:Evening shiftFlexible shiftMonday to FridayMorning shiftNight shiftWeekendsSupplemental Pay:Commission payJoining bonusOvertime payPerformance bonusQuarterly bonusShift allowanceYearly bonusExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Python: 1 year (Preferred)Education:Bachelor's (Preferred)WHATSAPP YOUR CV ON 72-528-887-96 HR TEAM0.00-4.00 YearsDiplomaMonster IN30+ days agoReport job",https://in.indeed.com/jobs?q=python+developer&start=40,https://in.indeed.com/rc/clk?jk=84361fce4f1284ac&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=167f0efdb166c6e9&assa=805,30+ days ago
